ID_CLIENT,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,AGREEMENT_RK,TARGET,FAMILY_INCOME,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
106806204,30,1,5,Состою в браке,1,0,1,0,Москва,Москва,Москва,1,0,61118003,1,4,35000.0,1,1
106806205,44,1,2,Не состоял в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,61118329,0,3,8000.0,1,1
106806206,30,1,5,Состою в браке,1,1,1,0,Татарстан,Татарстан,Татарстан,0,0,61118691,0,5,50000.0,1,1
106806207,60,1,3,Разведен(а),1,0,0,1,Ростовская область,Ростовская область,Ростовская область,0,0,61118756,0,2,5000.0,1,1
106806208,55,1,3,Состою в браке,2,0,0,1,Ростовская область,Ростовская область,Ростовская область,1,0,61118795,0,4,5000.0,1,1
106806209,41,1,2,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,61118925,0,3,10000.0,1,1
106806210,54,1,5,Состою в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0,61118936,0,3,15000.0,1,1
106806211,40,1,5,Разведен(а),1,1,1,0,Владимирская область,Владимирская область,Владимирская область,1,0,61119270,0,4,20000.0,1,1
106806212,31,1,3,Разведен(а),1,1,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,61119299,0,4,19000.0,1,1
106806213,28,0,5,Состою в браке,1,1,1,0,Бурятия,Бурятия,Бурятия,0,1,61119317,0,4,30000.0,1,1
106806214,37,1,3,Состою в браке,1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0,61119472,1,4,15000.0,1,1
106806215,29,1,5,Разведен(а),1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,61119490,0,4,15000.0,1,1
106806216,49,1,3,Вдовец/Вдова,3,0,1,0,Иркутская область,Иркутская область,Иркутская область,0,0,61119528,0,3,19000.0,1,1
106806217,23,0,5,Не состоял в браке,0,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,1,61119731,1,4,30000.0,2,1
106806218,45,0,3,Состою в браке,1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,0,0,61119770,0,3,10000.0,1,1
106806219,49,0,3,Состою в браке,2,0,1,0,Челябинская область,Челябинская область,Челябинская область,1,0,61119773,0,5,25000.0,1,1
106806220,30,0,5,Не состоял в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0,61119792,0,3,13000.0,1,1
106806221,53,0,2,Не состоял в браке,0,0,0,1,Пермская область,Пермская область,Пермская область,0,0,61119841,0,2,5400.0,1,1
106806222,30,0,2,Состою в браке,2,2,1,0,Омская область,Омская область,Омская область,1,0,61119871,0,4,18000.0,1,1
106806223,29,1,3,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,61119953,0,3,13000.0,1,1
106806224,49,1,3,Не состоял в браке,0,0,1,0,Самарская область,Самарская область,Самарская область,0,0,61120064,0,3,15000.0,1,1
106806225,33,1,5,Не состоял в браке,0,0,1,0,Марийская республика,Марийская республика,Марийская республика,1,0,61120112,0,3,15000.0,1,1
106806226,56,1,3,Состою в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,1,0,61120147,0,3,8000.0,1,1
106806227,52,1,3,Не состоял в браке,0,0,0,1,Томская область,Томская область,Томская область,0,0,61120252,0,2,6000.0,1,1
106806228,45,0,3,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,61120299,0,3,8000.0,1,1
106806229,37,1,3,Разведен(а),1,1,1,0,Московская область,Московская область,Московская область,1,0,61120609,0,3,10000.0,1,1
106806230,42,1,2,Разведен(а),2,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,61120820,0,3,6000.0,1,0
106806231,60,1,5,Разведен(а),1,0,0,1,Московская область,Московская область,Московская область,1,0,61120885,0,3,16000.0,1,1
106806232,27,1,5,Разведен(а),1,1,1,0,Омская область,Омская область,Омская область,0,0,61121032,0,3,7000.0,1,1
106806233,48,0,3,Состою в браке,1,1,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,0,61121145,1,3,9000.0,1,1
106806234,57,1,2,Гражданский брак,2,0,1,1,Бурятия,Бурятия,Бурятия,0,0,61121166,0,3,8000.0,1,0
106806235,46,1,3,Состою в браке,2,0,1,0,Вологодская область,Вологодская область,Вологодская область,1,0,61121168,0,4,12000.0,1,0
106806236,40,1,3,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,61121292,0,2,5300.0,1,0
106806237,63,0,1,Разведен(а),2,0,0,1,Марийская республика,Марийская республика,Марийская республика,0,0,61121466,0,2,5100.0,1,1
106806238,40,0,3,Состою в браке,1,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,1,61121652,0,4,15000.0,1,0
106806239,47,0,5,Не состоял в браке,1,1,1,0,Чувашия,Чувашия,Чувашия,0,0,61121711,0,2,7000.0,1,1
106806240,33,0,3,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,61121806,0,4,20000.0,1,1
106806241,64,0,5,Состою в браке,0,0,1,0,Московская область,Московская область,Московская область,0,0,61121871,0,5,25000.0,1,1
106806242,23,0,3,Состою в браке,0,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,61121878,0,2,8000.0,1,1
106806243,32,0,4,Состою в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0,61121997,0,3,15000.0,1,1
106806244,43,1,3,Состою в браке,0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,61122014,0,3,6000.0,1,0
106806245,29,0,3,Состою в браке,1,1,1,0,Воронежская область,Воронежская область,Воронежская область,1,0,61122045,0,4,25000.0,1,1
106806246,31,0,3,Состою в браке,2,0,1,0,Архангельская область,Архангельская область,Архангельская область,1,0,61122067,0,4,30000.0,1,1
106806247,31,1,3,Состою в браке,1,1,1,0,Тверская область,Тверская область,Тверская область,0,0,61122120,0,3,6000.0,1,1
106806248,60,0,5,Состою в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0,61122184,0,4,25000.0,1,1
106806249,44,1,3,Состою в браке,2,2,1,0,Омская область,Омская область,Омская область,0,0,61122212,0,2,6000.0,1,1
106806250,44,1,3,Состою в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,1,0,61122472,1,3,5000.0,1,1
106806251,43,1,3,Состою в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,1,0,61122719,0,4,8000.0,1,1
106806252,32,1,5,Не состоял в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,0,0,61122855,0,3,18000.0,1,1
106806253,29,0,6,Состою в браке,2,2,1,0,Челябинская область,Челябинская область,Челябинская область,1,0,61122932,1,4,22000.0,1,1
106806254,48,1,3,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,1,0,61122957,0,3,10000.0,1,1
106806255,52,0,2,Состою в браке,0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,1,0,61122977,0,3,12000.0,1,1
106806256,46,1,5,Разведен(а),1,0,1,0,Челябинская область,Челябинская область,Челябинская область,0,0,61123011,0,4,12500.0,1,0
106806257,27,1,5,Состою в браке,1,1,1,0,Башкирия,Башкирия,Башкирия,1,0,61123199,0,4,30000.0,1,1
106806258,23,0,3,Не состоял в браке,0,0,1,0,Тамбовская область,Тамбовская область,Тамбовская область,0,0,61123315,0,4,15000.0,1,0
106806259,31,1,5,Не состоял в браке,0,0,1,0,Владимирская область,Владимирская область,Владимирская область,1,0,61123449,0,4,20000.0,1,1
106806260,59,0,3,Состою в браке,2,0,0,1,Курганская область,Курганская область,Курганская область,1,0,61123622,0,3,10000.0,1,1
106806261,42,0,3,Состою в браке,2,1,1,0,Самарская область,Самарская область,Самарская область,0,0,61123710,0,4,13000.0,1,1
106806262,44,0,3,Состою в браке,1,1,1,0,Пермская область,Пермская область,Пермская область,0,0,61123820,0,4,17000.0,1,1
106806263,40,1,5,Разведен(а),1,1,1,0,Новгородская область,Новгородская область,Новгородская область,0,0,61123961,0,4,17500.0,1,1
106806264,33,0,2,Не состоял в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,1,1,61124101,0,3,13000.0,1,1
106806265,37,1,5,Не состоял в браке,0,0,1,0,Ярославская область,Ярославская область,Ярославская область,1,0,61124345,0,3,16000.0,1,1
106806266,53,0,3,Состою в браке,1,1,1,0,Карелия,Карелия,Карелия,1,0,61124560,0,4,23000.0,1,1
106806267,47,1,5,Состою в браке,1,0,1,0,Москва,Москва,Москва,1,1,61124964,0,5,75000.0,1,0
106806268,31,1,3,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,61125010,0,3,6000.0,1,1
106806269,35,1,3,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,1,0,61125092,0,3,15000.0,1,0
106806270,59,1,3,Состою в браке,0,0,0,1,Смоленская область,Смоленская область,Смоленская область,0,0,61125226,0,3,9900.0,1,1
106806271,38,0,2,Состою в браке,1,1,1,0,Пензенская область,Пензенская область,Пензенская область,0,0,61125296,0,3,15000.0,1,1
106806272,47,0,2,Состою в браке,1,0,1,0,Тамбовская область,Тамбовская область,Тамбовская область,0,0,61125580,0,2,5000.0,1,0
106806273,57,1,3,Вдовец/Вдова,2,0,0,1,Калужская область,Калужская область,Калужская область,1,0,61125752,0,2,8000.0,1,0
106806274,48,0,3,Не состоял в браке,0,0,0,1,Марийская республика,Марийская республика,Марийская республика,0,0,61125933,0,1,4500.0,1,0
106806275,30,1,2,Состою в браке,1,1,1,0,Красноярский край,Красноярский край,Красноярский край,1,0,61125970,0,3,15000.0,1,0
106806276,34,0,2,Не состоял в браке,1,1,1,0,Бурятия,Бурятия,Бурятия,0,0,61125986,0,4,25000.0,1,1
106806277,61,1,3,Вдовец/Вдова,2,0,0,1,Оренбургская область,Оренбургская область,Оренбургская область,0,0,61126003,0,2,9000.0,1,1
106806278,37,0,5,Состою в браке,2,2,1,0,Саратовская область,Саратовская область,Саратовская область,0,1,61126543,0,4,20000.0,1,1
106806279,39,0,3,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,0,0,61126590,0,3,12000.0,1,1
106806280,30,0,5,Состою в браке,2,2,1,0,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Ямало-Ненецкий АО,0,0,61126699,0,5,36000.0,1,0
106806281,51,1,3,Разведен(а),0,0,1,0,Самарская область,Самарская область,Самарская область,1,0,61126785,0,2,7000.0,1,1
106806282,64,1,2,Состою в браке,0,0,0,1,Иркутская область,Иркутская область,Иркутская область,0,0,61126786,0,3,5000.0,1,1
106806283,51,0,3,Не состоял в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,1,0,61126830,0,3,10000.0,1,1
106806284,31,1,5,Состою в браке,2,2,1,0,Тверская область,Тверская область,Тверская область,0,0,61127169,0,3,6000.0,1,1
106806285,37,0,3,Состою в браке,1,0,1,0,Камчатская область,Камчатская область,Камчатская область,0,0,61127390,0,4,24000.0,1,1
106806286,49,1,3,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,Свердловская область,1,0,61127479,0,4,18000.0,1,1
106806287,34,1,3,Состою в браке,4,4,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0,61128012,0,2,5000.0,1,1
106806288,30,0,3,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1,61128051,0,3,15500.0,1,1
106806289,25,0,5,Не состоял в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0,61128088,0,4,23000.0,1,1
106806290,57,1,3,Не состоял в браке,0,0,0,1,Приморский край,Приморский край,Приморский край,0,0,61128204,0,1,3400.0,1,1
106806291,37,1,3,Состою в браке,2,2,1,0,Читинская область,Читинская область,Читинская область,0,0,61128288,0,3,6000.0,1,0
106806292,41,0,3,Разведен(а),2,2,1,0,Тверская область,Тверская область,Тверская область,0,1,61128305,1,3,12000.0,1,1
106806293,44,1,3,Состою в браке,1,0,1,0,Омская область,Омская область,Омская область,0,0,61128460,0,3,4300.0,1,1
106806294,27,0,3,Состою в браке,1,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,61128668,0,4,20000.0,1,1
106806295,34,1,5,Состою в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,61128748,0,4,15000.0,1,1
106806296,55,1,5,Не состоял в браке,1,1,1,0,Кировская область,Кировская область,Кировская область,0,0,61128789,0,4,11000.0,1,1
106806297,54,1,3,Вдовец/Вдова,0,0,0,1,Башкирия,Башкирия,Башкирия,0,0,61128933,0,2,9200.0,1,1
106806298,40,1,5,Гражданский брак,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,1,61129274,0,4,18000.0,1,1
106806299,36,1,5,Не состоял в браке,0,0,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,61129295,1,3,15000.0,1,1
106806300,45,0,3,Вдовец/Вдова,0,0,1,0,Московская область,Московская область,Московская область,0,0,61129324,0,4,20000.0,2,2
106806301,48,1,3,Не состоял в браке,2,0,1,0,Саратовская область,Саратовская область,Саратовская область,1,0,61129369,0,3,15000.0,1,1
106806302,39,0,4,Состою в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,1,0,61129596,0,5,30000.0,1,1
106806303,51,1,5,Состою в браке,2,1,1,0,Тверская область,Тверская область,Тверская область,1,0,61129623,0,4,14000.0,1,1
106806304,40,0,3,Состою в браке,2,2,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,61129832,0,4,12000.0,1,0
106806305,47,1,3,Состою в браке,1,1,1,0,Новосибирская область,Новосибирская область,Новосибирская область,1,0,61129926,0,4,20000.0,1,1
106806306,55,1,3,Состою в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0,61130170,0,4,15000.0,1,1
106806307,60,0,2,Состою в браке,1,0,0,1,Тульская область,Тульская область,Тульская область,0,1,61130225,0,4,6000.0,1,1
106806308,64,1,3,Состою в браке,2,0,1,1,Алтайский край,Алтайский край,Алтайский край,1,0,61130403,0,4,12000.0,1,1
106806309,38,1,3,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,Краснодарский край,1,0,61130650,0,3,5000.0,1,1
106806310,40,1,5,Состою в браке,1,0,1,0,Приморский край,Приморский край,Приморский край,0,0,61130769,0,4,18000.0,1,1
106806311,40,1,3,Состою в браке,2,2,1,0,Мурманская область,Мурманская область,Мурманская область,0,0,61131298,0,5,20000.0,1,1
106806312,25,0,1,Состою в браке,2,2,1,0,Владимирская область,Владимирская область,Владимирская область,1,0,61131450,0,3,15000.0,1,1
106806313,53,1,5,Состою в браке,0,0,1,0,Курская область,Курская область,Курская область,1,1,61131529,0,4,17000.0,1,1
106806314,36,1,3,Не состоял в браке,1,1,1,0,Владимирская область,Владимирская область,Владимирская область,0,0,61131845,0,3,6500.0,1,1
106806315,25,0,3,Состою в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,61131973,0,4,14000.0,1,1
106806316,64,0,2,Не состоял в браке,0,0,1,0,Пензенская область,Пензенская область,Пензенская область,0,0,61132098,0,4,45000.0,1,1
106806317,32,1,2,Разведен(а),1,1,1,0,Кировская область,Кировская область,Кировская область,0,0,61132135,0,3,8000.0,1,1
106806318,62,1,3,Не состоял в браке,1,0,0,1,Новосибирская область,Новосибирская область,Новосибирская область,0,0,61132192,0,3,11000.0,1,1
106806319,25,0,2,Состою в браке,1,1,1,0,Ленинградская область,Ленинградская область,Ленинградская область,0,0,61132207,0,3,20000.0,1,1
106806320,28,1,5,Не состоял в браке,0,0,1,0,Курская область,Курская область,Курская область,1,0,61132342,0,3,14000.0,1,0
106806321,31,0,3,Состою в браке,1,1,1,0,Якутия,Якутия,Якутия,0,1,61132382,0,4,25000.0,1,1
106806322,38,0,3,Состою в браке,1,1,1,0,Тюменская область,Тюменская область,Тюменская область,1,0,61132394,1,4,20000.0,1,1
106806323,55,1,2,Не состоял в браке,2,0,1,0,Пермская область,Пермская область,Пермская область,1,0,61132653,0,2,7000.0,1,0
106806324,48,1,2,Состою в браке,0,0,1,0,Удмуртия,Удмуртия,Удмуртия,0,0,61132825,0,4,7000.0,1,1
106806325,57,0,5,Разведен(а),0,0,0,1,Омская область,Омская область,Омская область,0,0,61133205,0,3,10000.0,1,1
106806326,47,1,2,Разведен(а),2,0,1,0,Самарская область,Самарская область,Самарская область,1,0,61137411,0,4,10000.0,1,1
106806327,31,0,3,Разведен(а),1,1,1,0,Тульская область,Тульская область,Тульская область,0,0,61137462,0,3,12000.0,1,0
106806328,36,0,3,Не состоял в браке,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,61138244,1,3,12000.0,1,1
106806329,46,0,3,Разведен(а),0,0,1,0,Ярославская область,Ярославская область,Ярославская область,0,0,61138248,0,3,15000.0,1,1
106806330,57,1,2,Состою в браке,0,0,0,1,Пермская область,Пермская область,Пермская область,1,0,61138314,0,3,6000.0,1,0
106806331,36,0,3,Состою в браке,0,0,1,0,Кировская область,Кировская область,Кировская область,1,0,61138362,0,4,12000.0,1,0
106806332,34,1,5,Состою в браке,0,0,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,61138605,0,4,11000.0,1,0
106806333,36,1,5,Разведен(а),2,1,1,0,Ленинградская область,Ленинградская область,Ленинградская область,1,0,61138829,0,4,25000.0,1,1
106806334,41,1,5,Не состоял в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,1,0,61138854,0,3,10000.0,1,0
106806335,46,1,3,Разведен(а),0,0,0,1,Амурская область,Амурская область,Амурская область,0,0,61139110,1,2,6000.0,1,1
106806336,48,1,5,Не состоял в браке,2,1,1,0,Тюменская область,Тюменская область,Тюменская область,1,0,61139557,0,5,30000.0,1,1
106806337,45,1,3,Состою в браке,1,1,1,0,Удмуртия,Удмуртия,Удмуртия,0,0,61139618,0,4,12400.0,1,0
106806338,34,1,3,Разведен(а),1,1,1,0,Марийская республика,Марийская республика,Марийская республика,0,0,61139622,0,3,12000.0,1,1
106806339,28,1,5,Состою в браке,0,0,1,0,Самарская область,Самарская область,Самарская область,0,0,61140001,0,4,16000.0,1,0
106806340,34,1,3,Состою в браке,1,1,1,0,Самарская область,Самарская область,Самарская область,0,0,61140103,0,4,10000.0,1,1
106806341,37,1,5,Состою в браке,1,1,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,61140132,0,4,19000.0,1,0
106806342,23,0,2,Не состоял в браке,0,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,1,0,61140286,0,3,10000.0,1,1
106806343,31,1,5,Не состоял в браке,0,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,1,61140399,0,3,19000.0,1,0
106806344,41,1,2,Не состоял в браке,1,1,1,0,Тульская область,Тульская область,Тульская область,0,0,61140484,0,4,6000.0,1,1
106806345,61,1,2,Состою в браке,0,0,0,1,Астраханская область,Астраханская область,Астраханская область,0,0,61140533,0,3,5000.0,1,0
106806346,56,1,3,Состою в браке,1,0,0,1,Самарская область,Самарская область,Самарская область,1,0,61140629,0,4,7000.0,1,0
106806347,46,0,2,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,0,1,61140696,0,3,11000.0,1,1
106806348,47,1,2,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,Свердловская область,1,0,61141087,0,4,20000.0,1,0
106806349,52,1,5,Состою в браке,0,0,1,0,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,0,0,61141370,0,5,40000.0,1,1
106806350,52,0,3,Состою в браке,3,0,0,1,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0,61141659,0,3,6500.0,1,1
106806351,32,1,3,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,61141792,0,2,8300.0,1,0
106806352,64,1,5,Вдовец/Вдова,0,0,1,1,Сахалинская область,Сахалинская область,Сахалинская область,1,0,61141945,0,4,30000.0,1,0
106806353,54,1,3,Состою в браке,3,1,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,61142395,0,2,5000.0,1,1
106806354,31,0,5,Состою в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,1,1,61142570,0,4,15000.0,1,0
106806355,36,0,2,Разведен(а),0,0,1,0,Приморский край,Приморский край,Приморский край,1,0,61142685,0,4,25000.0,1,0
106806356,40,0,3,Состою в браке,0,0,1,0,Псковская область,Псковская область,Псковская область,0,1,61142874,0,3,12000.0,1,0
106806357,60,0,5,Состою в браке,0,0,1,1,Калининградская область,Калининградская область,Калининградская область,1,1,61142957,1,4,40000.0,1,1
106806358,27,1,3,Состою в браке,1,1,1,0,Омская область,Омская область,Омская область,0,0,61143246,0,4,6000.0,1,0
106806359,37,1,3,Гражданский брак,1,0,1,0,Архангельская область,Архангельская область,Архангельская область,1,0,61143271,0,5,50000.0,1,0
106806360,59,0,5,Разведен(а),1,0,0,1,Брянская область,Брянская область,Брянская область,1,0,61143551,0,2,6000.0,1,0
106806361,53,1,3,Вдовец/Вдова,2,0,1,0,Чувашия,Чувашия,Чувашия,0,0,61143575,0,2,5000.0,1,0
106806362,27,1,3,Не состоял в браке,0,0,1,0,Якутия,Якутия,Якутия,0,0,61143695,1,4,15000.0,1,0
106806363,36,1,3,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,1,0,61143806,0,3,10000.0,1,0
106806364,35,1,2,Состою в браке,0,0,1,0,Орловская область,Орловская область,Орловская область,0,0,61144077,0,3,5300.0,1,0
106806365,46,0,3,Гражданский брак,1,1,1,0,Смоленская область,Смоленская область,Смоленская область,0,0,61144273,0,3,12000.0,1,0
106806366,54,1,2,Вдовец/Вдова,2,0,1,0,Ярославская область,Ярославская область,Ярославская область,1,0,61144563,0,3,12000.0,1,0
106806367,42,1,3,Разведен(а),1,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,61144791,0,2,9000.0,1,1
106806368,29,0,5,Не состоял в браке,0,0,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,61144955,0,3,10000.0,1,0
106806369,53,0,3,Состою в браке,0,0,1,0,Курская область,Курская область,Курская область,0,0,61145291,0,3,10000.0,1,1
106806370,29,1,3,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,61145536,1,3,11000.0,1,1
106806371,60,1,3,Не состоял в браке,0,0,0,1,Тамбовская область,Тамбовская область,Тамбовская область,0,0,61145667,0,2,5000.0,1,1
106806372,60,1,2,Вдовец/Вдова,3,0,0,1,Нижегородская область,Нижегородская область,Нижегородская область,0,0,61145782,0,3,6000.0,1,0
106806373,56,1,5,Вдовец/Вдова,0,0,1,0,Архангельская область,Архангельская область,Архангельская область,0,0,61145844,0,3,15000.0,1,0
106806374,46,0,3,Разведен(а),0,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,1,0,61146044,0,4,20000.0,1,0
106806375,41,0,3,Состою в браке,3,3,1,0,Чувашия,Чувашия,Чувашия,0,0,61146086,0,3,15000.0,1,0
106806376,57,0,5,Состою в браке,3,0,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,1,0,61146108,0,5,45000.0,1,1
106806377,64,0,3,Состою в браке,0,0,0,1,Башкирия,Башкирия,Башкирия,0,0,61146314,0,3,5200.0,1,0
106806378,33,1,3,Разведен(а),1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0,61146591,0,3,7500.0,1,0
106806379,61,0,3,Состою в браке,0,0,0,1,Астраханская область,Астраханская область,Астраханская область,0,0,61146613,0,2,4700.0,1,0
106806380,44,0,5,Состою в браке,0,0,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,0,61146836,0,3,6500.0,1,0
106806381,46,1,5,Не состоял в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,61146885,0,3,15000.0,1,0
106806382,39,1,3,Состою в браке,2,2,1,0,Омская область,Омская область,Омская область,0,0,61146993,0,4,15000.0,1,0
106806383,44,0,3,Состою в браке,2,1,1,0,Удмуртия,Удмуртия,Удмуртия,1,0,61147083,0,4,10000.0,1,0
106806384,62,1,3,Состою в браке,2,0,0,1,Алтайский край,Алтайский край,Алтайский край,0,0,61147100,0,3,6000.0,1,0
106806385,50,0,5,Состою в браке,2,0,1,0,Челябинская область,Челябинская область,Челябинская область,0,1,61147109,0,4,25000.0,1,0
106806386,48,1,2,Вдовец/Вдова,2,0,1,0,Московская область,Московская область,Московская область,0,0,61147112,1,5,30000.0,1,0
106806387,25,0,3,Не состоял в браке,0,0,1,0,Тюменская область,Тюменская область,Тюменская область,0,1,61147160,0,4,20000.0,1,0
106806388,24,0,3,Не состоял в браке,0,0,1,0,Белгородская область,Белгородская область,Белгородская область,0,0,61147185,0,4,11000.0,1,0
106806389,32,1,3,Состою в браке,0,0,1,0,Башкирия,Башкирия,Башкирия,0,0,61147195,0,4,15000.0,1,0
106806390,28,1,5,Состою в браке,0,0,1,0,Владимирская область,Владимирская область,Владимирская область,0,0,61147488,0,4,9000.0,1,0
106806391,47,0,5,Состою в браке,2,2,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0,61147517,0,3,8000.0,1,0
106806392,28,0,2,Состою в браке,1,1,1,0,Оренбургская область,Оренбургская область,Оренбургская область,0,1,61147984,0,3,12000.0,1,0
106806393,33,1,3,Состою в браке,0,0,1,0,Пензенская область,Пензенская область,Пензенская область,1,0,61148181,0,3,11000.0,1,0
106806394,40,1,3,Состою в браке,1,1,1,0,Амурская область,Амурская область,Амурская область,0,0,61148185,0,4,12000.0,1,0
106806395,37,0,3,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,61148229,0,4,20000.0,1,0
106806396,55,1,3,Состою в браке,0,0,0,1,Якутия,Якутия,Якутия,0,0,61148322,0,4,12000.0,1,0
106806397,43,1,2,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,61148497,0,3,6000.0,1,0
106806398,46,1,3,Состою в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,1,0,61148609,0,4,30000.0,1,0
106806399,25,0,3,Гражданский брак,1,0,1,0,Пермская область,Пермская область,Пермская область,0,0,61148628,0,3,12000.0,1,0
106806400,53,1,5,Не состоял в браке,2,0,1,0,Татарстан,Татарстан,Татарстан,1,0,61148673,1,4,15000.0,1,0
106806401,47,1,5,Состою в браке,1,1,1,0,Татарстан,Татарстан,Татарстан,1,0,61148893,0,4,20000.0,1,0
106806402,32,1,3,Разведен(а),1,1,1,0,Тюменская область,Тюменская область,Тюменская область,1,0,61148995,0,4,18000.0,1,0
106806403,57,1,3,Состою в браке,0,0,0,1,Самарская область,Самарская область,Самарская область,0,0,61149072,0,3,6500.0,1,0
106806404,38,0,3,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,1,0,61149092,0,4,35000.0,1,1
106806405,35,1,3,Разведен(а),2,2,1,0,Приморский край,Приморский край,Приморский край,0,0,61149169,0,3,12000.0,1,1
106806406,63,1,2,Состою в браке,2,0,0,1,Липецкая область,Липецкая область,Липецкая область,0,0,61149178,0,2,5500.0,1,0
106806407,49,1,3,Состою в браке,1,1,1,0,Челябинская область,Челябинская область,Челябинская область,0,0,61149428,1,4,10000.0,1,1
106806408,28,1,5,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,61149445,0,4,15000.0,1,0
